epoch: 0, iteration: 0, simlex-999: SpearmanrResult(correlation=0.012884731465537367, pvalue=0.6905637592948926), men: SpearmanrResult(correlation=-0.027131828211088477, pvalue=0.16738708868265353), sim353: SpearmanrResult(correlation=-0.0051005552572385825, pvalue=0.9278117515901538), nearest to monster: ['monster', 'liked', 'symbolics', 'afloat', 'tuberculosis', 'utilized', 'greyhounds', 'instances', 'mbit', 'antonine']
epoch: 0, iteration: 20000, simlex-999: SpearmanrResult(correlation=-0.04906063013894448, pvalue=0.1293573990659536), men: SpearmanrResult(correlation=0.007690002001209766, pvalue=0.6956107140694986), sim353: SpearmanrResult(correlation=-0.035915663586482405, pvalue=0.523374854334836), nearest to monster: ['monster', 'student', 'whose', 'length', 'future', 'persons', 'previous', 'element', 'harvard', 'ice']
epoch: 0, iteration: 22000, simlex-999: SpearmanrResult(correlation=-0.04722621860198437, pvalue=0.14432637374543858), men: SpearmanrResult(correlation=0.005977933902138263, pvalue=0.761018280237745), sim353: SpearmanrResult(correlation=-0.03643605605840362, pvalue=0.5173703183377649), nearest to monster: ['monster', 'student', 'length', 'future', 'whose', 'persons', 'previous', 'element', 'liked', 'instances']
epoch: 0, iteration: 24000, simlex-999: SpearmanrResult(correlation=-0.044545503141911455, pvalue=0.16853816269833144), men: SpearmanrResult(correlation=0.0032555810406039716, pvalue=0.8684437100227396), sim353: SpearmanrResult(correlation=-0.041050550939394526, pvalue=0.46571970906588966), nearest to monster: ['monster', 'student', 'length', 'persons', 'whose', 'future', 'instances', 'liked', 'previous', 'harvard']
epoch: 0, iteration: 26000, simlex-999: SpearmanrResult(correlation=-0.04306412898697206, pvalue=0.1831616494264643), men: SpearmanrResult(correlation=-1.8456223700776193e-05, pvalue=0.9992507841924815), sim353: SpearmanrResult(correlation=-0.03647337355370095, pvalue=0.516941099223218), nearest to monster: ['monster', 'student', 'liked', 'instances', 'persons', 'length', 'whose', 'previous', 'harvard', 'future']
epoch: 0, iteration: 28000, simlex-999: SpearmanrResult(correlation=-0.04254537557030765, pvalue=0.18849840274903626), men: SpearmanrResult(correlation=-0.0006945166449312051, pvalue=0.971812504231626), sim353: SpearmanrResult(correlation=-0.03380274700274778, pvalue=0.5481149394545519), nearest to monster: ['monster', 'liked', 'student', 'instances', 'persons', 'length', 'edition', 'tuberculosis', 'wheel', 'whose']
epoch: 0, iteration: 30000, simlex-999: SpearmanrResult(correlation=-0.04123254476121565, pvalue=0.20251430414868776), men: SpearmanrResult(correlation=-0.002130536031935192, pvalue=0.9136815326545531), sim353: SpearmanrResult(correlation=-0.03725349579289156, pvalue=0.5080104868415278), nearest to monster: ['monster', 'liked', 'student', 'instances', 'persons', 'tuberculosis', 'length', 'edition', 'wheel', 'harvard']
epoch: 0, iteration: 32000, simlex-999: SpearmanrResult(correlation=-0.04137796987477519, pvalue=0.2009253968720386), men: SpearmanrResult(correlation=-0.0025346820953089273, pvalue=0.8973908837504633), sim353: SpearmanrResult(correlation=-0.034222755412319186, pvalue=0.5431516272696677), nearest to monster: ['monster', 'liked', 'student', 'instances', 'tuberculosis', 'edition', 'persons', 'wheel', 'harvard', 'length']
epoch: 0, iteration: 34000, simlex-999: SpearmanrResult(correlation=-0.040437953934550075, pvalue=0.21135754997333603), men: SpearmanrResult(correlation=-0.003759280434912509, pvalue=0.8483197601496414), sim353: SpearmanrResult(correlation=-0.034824500023988576, pvalue=0.5360797456823796), nearest to monster: ['monster', 'liked', 'student', 'instances', 'tuberculosis', 'edition', 'persons', 'wheel', 'harvard', 'length']
epoch: 0, iteration: 36000, simlex-999: SpearmanrResult(correlation=-0.04112169773213519, pvalue=0.20373153789652904), men: SpearmanrResult(correlation=-0.003890985254196955, pvalue=0.8430735521422819), sim353: SpearmanrResult(correlation=-0.03301086975253851, pvalue=0.5575329343059838), nearest to monster: ['monster', 'liked', 'student', 'instances', 'tuberculosis', 'edition', 'persons', 'wheel', 'harvard', 'debut']
epoch: 0, iteration: 38000, simlex-999: SpearmanrResult(correlation=-0.039965580744047983, pvalue=0.21674508316844138), men: SpearmanrResult(correlation=-0.003262356385227883, pvalue=0.8681724229348475), sim353: SpearmanrResult(correlation=-0.03200534984175205, pvalue=0.5696036548092462), nearest to monster: ['monster', 'liked', 'student', 'instances', 'tuberculosis', 'persons', 'edition', 'wheel', 'harvard', 'debut']
epoch: 0, iteration: 40000, simlex-999: SpearmanrResult(correlation=-0.04013623259316593, pvalue=0.21478748578444595), men: SpearmanrResult(correlation=-0.003883571571788784, pvalue=0.8433686794149545), sim353: SpearmanrResult(correlation=-0.02887310587397095, pvalue=0.6079788670836057), nearest to monster: ['monster', 'liked', 'student', 'instances', 'tuberculosis', 'edition', 'persons', 'wheel', 'debut', 'harvard']
epoch: 0, iteration: 42000, simlex-999: SpearmanrResult(correlation=-0.0387323253960498, pvalue=0.23127388082651157), men: SpearmanrResult(correlation=-0.0037931250686528677, pvalue=0.8469709732840469), sim353: SpearmanrResult(correlation=-0.027049959641220065, pvalue=0.6308304728421413), nearest to monster: ['monster', 'liked', 'student', 'instances', 'tuberculosis', 'persons', 'edition', 'wheel', 'debut', 'harvard']
epoch: 0, iteration: 44000, simlex-999: SpearmanrResult(correlation=-0.036776264173642575, pvalue=0.25571112712276184), men: SpearmanrResult(correlation=-0.005529886117544377, pvalue=0.7784436149022118), sim353: SpearmanrResult(correlation=-0.028046336765658684, pvalue=0.6182963263835992), nearest to monster: ['monster', 'liked', 'student', 'instances', 'tuberculosis', 'edition', 'wheel', 'persons', 'debut', 'harvard']
epoch: 0, iteration: 46000, simlex-999: SpearmanrResult(correlation=-0.03509081017779918, pvalue=0.27815909182829535), men: SpearmanrResult(correlation=-0.00463889931554451, pvalue=0.8134202858138093), sim353: SpearmanrResult(correlation=-0.026076159601436333, pvalue=0.6431836334159173), nearest to monster: ['monster', 'liked', 'student', 'instances', 'tuberculosis', 'edition', 'wheel', 'persons', 'debut', 'consensus']
epoch: 0, iteration: 48000, simlex-999: SpearmanrResult(correlation=-0.03399657228407082, pvalue=0.29342979401514524), men: SpearmanrResult(correlation=-0.004279223612468373, pvalue=0.8276501185236214), sim353: SpearmanrResult(correlation=-0.02507754342727988, pvalue=0.6559543439208588), nearest to monster: ['monster', 'liked', 'student', 'instances', 'tuberculosis', 'edition', 'wheel', 'persons', 'debut', 'mbit']
epoch: 0, iteration: 50000, simlex-999: SpearmanrResult(correlation=-0.034158632666940233, pvalue=0.29113339218620876), men: SpearmanrResult(correlation=-0.003080543828465994, pvalue=0.875457535283762), sim353: SpearmanrResult(correlation=-0.02327174982984225, pvalue=0.6793014754756179), nearest to monster: ['monster', 'liked', 'student', 'instances', 'tuberculosis', 'edition', 'wheel', 'persons', 'debut', 'mbit']
epoch: 0, iteration: 52000, simlex-999: SpearmanrResult(correlation=-0.03498658302749347, pvalue=0.2795899246190426), men: SpearmanrResult(correlation=-0.0034264211005520353, pvalue=0.8616080260308027), sim353: SpearmanrResult(correlation=-0.021316126488785857, pvalue=0.7049350711368642), nearest to monster: ['monster', 'liked', 'student', 'instances', 'tuberculosis', 'edition', 'persons', 'mbit', 'wheel', 'debut']
epoch: 0, iteration: 54000, simlex-999: SpearmanrResult(correlation=-0.03588779018511872, pvalue=0.26738271467185426), men: SpearmanrResult(correlation=-0.0035666758403729614, pvalue=0.8560038370712991), sim353: SpearmanrResult(correlation=-0.021304184890290713, pvalue=0.705092662146086), nearest to monster: ['monster', 'liked', 'student', 'instances', 'tuberculosis', 'season', 'mbit', 'edition', 'persons', 'wheel']
epoch: 0, iteration: 56000, simlex-999: SpearmanrResult(correlation=-0.03585940069465449, pvalue=0.2677615917138128), men: SpearmanrResult(correlation=-0.0031030326174865735, pvalue=0.8745558391203728), sim353: SpearmanrResult(correlation=-0.02458569883926112, pvalue=0.6622815327387028), nearest to monster: ['monster', 'liked', 'student', 'instances', 'tuberculosis', 'mbit', 'season', 'edition', 'persons', 'wheel']
epoch: 0, iteration: 58000, simlex-999: SpearmanrResult(correlation=-0.034819073395911844, pvalue=0.2818999501962998), men: SpearmanrResult(correlation=-0.0026540162857161096, pvalue=0.8925886049982291), sim353: SpearmanrResult(correlation=-0.0234971475014381, pvalue=0.6763699501335981), nearest to monster: ['monster', 'liked', 'student', 'instances', 'tuberculosis', 'edition', 'mbit', 'season', 'wheel', 'debut']
epoch: 0, iteration: 60000, simlex-999: SpearmanrResult(correlation=-0.034674257557648004, pvalue=0.283907408838955), men: SpearmanrResult(correlation=-0.0021716573637186186, pvalue=0.9120222061413772), sim353: SpearmanrResult(correlation=-0.021707587014454813, pvalue=0.6997760535544959), nearest to monster: ['monster', 'liked', 'student', 'instances', 'tuberculosis', 'mbit', 'edition', 'season', 'wheel', 'away']
epoch: 0, iteration: 62000, simlex-999: SpearmanrResult(correlation=-0.032898131075381025, pvalue=0.30931402293117227), men: SpearmanrResult(correlation=-0.0017794671819510433, pvalue=0.9278624284605632), sim353: SpearmanrResult(correlation=-0.018342108701065424, pvalue=0.7445559930279155), nearest to monster: ['monster', 'liked', 'student', 'instances', 'tuberculosis', 'mbit', 'edition', 'season', 'away', 'wheel']
epoch: 0, iteration: 64000, simlex-999: SpearmanrResult(correlation=-0.034775636859380496, pvalue=0.282501062059732), men: SpearmanrResult(correlation=-0.0009858333456045215, pvalue=0.959997632142795), sim353: SpearmanrResult(correlation=-0.02160011262799851, pvalue=0.70119108660966), nearest to monster: ['monster', 'liked', 'student', 'instances', 'tuberculosis', 'mbit', 'edition', 'season', 'utilized', 'wheel']
epoch: 0, iteration: 66000, simlex-999: SpearmanrResult(correlation=-0.03488406047885779, pvalue=0.28100222204635295), men: SpearmanrResult(correlation=0.000786345751749543, pvalue=0.9680874196546797), sim353: SpearmanrResult(correlation=-0.020878019093995243, pvalue=0.7107248906263317), nearest to monster: ['monster', 'liked', 'student', 'instances', 'tuberculosis', 'mbit', 'season', 'edition', 'utilized', 'length']
epoch: 0, iteration: 68000, simlex-999: SpearmanrResult(correlation=-0.03484201363766386, pvalue=0.2815828333535674), men: SpearmanrResult(correlation=0.001649555918102152, pvalue=0.9331160508035818), sim353: SpearmanrResult(correlation=-0.020554476409767423, pvalue=0.7150113889583906), nearest to monster: ['monster', 'liked', 'student', 'instances', 'season', 'tuberculosis', 'mbit', 'edition', 'utilized', 'wheel']
epoch: 0, iteration: 70000, simlex-999: SpearmanrResult(correlation=-0.03450839776141769, pvalue=0.28621842664779606), men: SpearmanrResult(correlation=0.00199681613832674, pvalue=0.9190799560066609), sim353: SpearmanrResult(correlation=-0.020519584551664423, pvalue=0.7154741960476763), nearest to monster: ['monster', 'liked', 'student', 'instances', 'season', 'tuberculosis', 'mbit', 'edition', 'away', 'wheel']
epoch: 0, iteration: 72000, simlex-999: SpearmanrResult(correlation=-0.036256121061640764, pvalue=0.2625004394034639), men: SpearmanrResult(correlation=0.0021082463350845047, pvalue=0.914581123359927), sim353: SpearmanrResult(correlation=-0.0204305823253803, pvalue=0.7166551964418146), nearest to monster: ['monster', 'liked', 'student', 'instances', 'season', 'tuberculosis', 'mbit', 'edition', 'length', 'wheel']
epoch: 0, iteration: 74000, simlex-999: SpearmanrResult(correlation=-0.036643544846025056, pvalue=0.25743179312328596), men: SpearmanrResult(correlation=0.0013729958464867257, pvalue=0.9443095799407466), sim353: SpearmanrResult(correlation=-0.02157081839419011, pvalue=0.7015769606066085), nearest to monster: ['monster', 'liked', 'student', 'instances', 'season', 'tuberculosis', 'edition', 'mbit', 'wheel', 'length']
epoch: 0, iteration: 76000, simlex-999: SpearmanrResult(correlation=-0.035834126038567234, pvalue=0.2680992090183282), men: SpearmanrResult(correlation=0.0015738776031362265, pvalue=0.9361778456709278), sim353: SpearmanrResult(correlation=-0.023646417482627406, pvalue=0.6744312228255338), nearest to monster: ['monster', 'liked', 'student', 'season', 'instances', 'tuberculosis', 'mbit', 'edition', 'wheel', 'utilized']
epoch: 0, iteration: 78000, simlex-999: SpearmanrResult(correlation=-0.036549689067326134, pvalue=0.2586534360323807), men: SpearmanrResult(correlation=0.0019194786641657502, pvalue=0.9222038757909068), sim353: SpearmanrResult(correlation=-0.02411176664898507, pvalue=0.6684010820274828), nearest to monster: ['monster', 'liked', 'student', 'instances', 'season', 'tuberculosis', 'mbit', 'edition', 'away', 'wheel']
epoch: 0, iteration: 80000, simlex-999: SpearmanrResult(correlation=-0.03671610337253344, pvalue=0.2564901024769522), men: SpearmanrResult(correlation=0.0021394347963398924, pvalue=0.9133224178936452), sim353: SpearmanrResult(correlation=-0.0230183640367734, pvalue=0.6826027856054036), nearest to monster: ['monster', 'liked', 'student', 'season', 'instances', 'tuberculosis', 'mbit', 'away', 'edition', 'wheel']
epoch: 0, iteration: 82000, simlex-999: SpearmanrResult(correlation=-0.03521578691710828, pvalue=0.2764499798874919), men: SpearmanrResult(correlation=0.0029171975017704393, pvalue=0.8820117436886517), sim353: SpearmanrResult(correlation=-0.025710261560046046, pvalue=0.6478509738359433), nearest to monster: ['monster', 'liked', 'student', 'season', 'instances', 'away', 'mbit', 'tuberculosis', 'edition', 'length']
epoch: 0, iteration: 84000, simlex-999: SpearmanrResult(correlation=-0.0361740400414657, pvalue=0.2635830755386029), men: SpearmanrResult(correlation=0.005112326693663922, pvalue=0.7947842481322314), sim353: SpearmanrResult(correlation=-0.02292861546058333, pvalue=0.6837735558779925), nearest to monster: ['monster', 'liked', 'student', 'season', 'instances', 'away', 'mbit', 'tuberculosis', 'length', 'edition']
epoch: 0, iteration: 86000, simlex-999: SpearmanrResult(correlation=-0.03590747867669699, pvalue=0.2671201745775782), men: SpearmanrResult(correlation=0.006476467941536433, pvalue=0.7417712321044139), sim353: SpearmanrResult(correlation=-0.02188129995506386, pvalue=0.6974911020409647), nearest to monster: ['monster', 'liked', 'student', 'season', 'away', 'instances', 'mbit', 'length', 'tuberculosis', 'edition']
epoch: 0, iteration: 88000, simlex-999: SpearmanrResult(correlation=-0.03488907844281012, pvalue=0.2809329848354119), men: SpearmanrResult(correlation=0.007459783478538354, pvalue=0.7042876852072666), sim353: SpearmanrResult(correlation=-0.017741297026778464, pvalue=0.7526465560843778), nearest to monster: ['monster', 'liked', 'student', 'season', 'instances', 'away', 'mbit', 'length', 'edition', 'tuberculosis']
epoch: 0, iteration: 90000, simlex-999: SpearmanrResult(correlation=-0.036923975781008506, pvalue=0.2538054921417951), men: SpearmanrResult(correlation=0.007024758461147345, pvalue=0.7207884992549904), sim353: SpearmanrResult(correlation=-0.018863434110369073, pvalue=0.7375584206442778), nearest to monster: ['monster', 'liked', 'student', 'season', 'away', 'instances', 'mbit', 'edition', 'length', 'tuberculosis']
epoch: 0, iteration: 92000, simlex-999: SpearmanrResult(correlation=-0.03874381947719025, pvalue=0.23113535682952605), men: SpearmanrResult(correlation=0.007269886297230227, pvalue=0.7114740637121726), sim353: SpearmanrResult(correlation=-0.016565236162483222, pvalue=0.7685612234268824), nearest to monster: ['monster', 'student', 'season', 'liked', 'away', 'mbit', 'instances', 'edition', 'length', 'tuberculosis']
epoch: 0, iteration: 94000, simlex-999: SpearmanrResult(correlation=-0.039002090590463376, pvalue=0.22803824071194084), men: SpearmanrResult(correlation=0.007990980365399794, pvalue=0.6843267534334192), sim353: SpearmanrResult(correlation=-0.01726512578678458, pvalue=0.7590780183367314), nearest to monster: ['monster', 'student', 'season', 'liked', 'away', 'mbit', 'instances', 'edition', 'length', 'win']
epoch: 0, iteration: 96000, simlex-999: SpearmanrResult(correlation=-0.038267126593299464, pvalue=0.2369298395074892), men: SpearmanrResult(correlation=0.008263850503690806, pvalue=0.6741570319188261), sim353: SpearmanrResult(correlation=-0.017872468022748566, pvalue=0.7508778563388453), nearest to monster: ['monster', 'student', 'liked', 'season', 'mbit', 'instances', 'length', 'edition', 'away', 'win']
epoch: 0, iteration: 98000, simlex-999: SpearmanrResult(correlation=-0.03761995300503672, pvalue=0.24495956878763714), men: SpearmanrResult(correlation=0.009716443882529431, pvalue=0.6210532738197079), sim353: SpearmanrResult(correlation=-0.017445929051500126, pvalue=0.7566339972221421), nearest to monster: ['monster', 'student', 'liked', 'season', 'away', 'length', 'mbit', 'instances', 'edition', 'win']
epoch: 0, iteration: 100000, simlex-999: SpearmanrResult(correlation=-0.04083904876124376, pvalue=0.20685940831842667), men: SpearmanrResult(correlation=0.009646453497681248, pvalue=0.6235700574554726), sim353: SpearmanrResult(correlation=-0.018405361855594393, pvalue=0.7437058349214192), nearest to monster: ['monster', 'student', 'season', 'liked', 'away', 'length', 'mbit', 'instances', 'edition', 'win']
epoch: 0, iteration: 102000, simlex-999: SpearmanrResult(correlation=-0.0415284197980769, pvalue=0.19929116683353157), men: SpearmanrResult(correlation=0.011078471716986714, pvalue=0.572985498486503), sim353: SpearmanrResult(correlation=-0.015747983015471773, pvalue=0.7796783427082392), nearest to monster: ['monster', 'student', 'season', 'liked', 'length', 'away', 'mbit', 'review', 'instances', 'win']
epoch: 0, iteration: 104000, simlex-999: SpearmanrResult(correlation=-0.04002274308920744, pvalue=0.216087934483029), men: SpearmanrResult(correlation=0.011198770315936893, pvalue=0.5688261719845638), sim353: SpearmanrResult(correlation=-0.015292896160320877, pvalue=0.7858885592869262), nearest to monster: ['monster', 'student', 'season', 'liked', 'length', 'away', 'edition', 'review', 'win', 'mbit']
epoch: 0, iteration: 106000, simlex-999: SpearmanrResult(correlation=-0.040049475898530515, pvalue=0.21578110128174113), men: SpearmanrResult(correlation=0.010990562690137425, pvalue=0.576034046245141), sim353: SpearmanrResult(correlation=-0.014085115425022905, pvalue=0.802435087893676), nearest to monster: ['monster', 'season', 'student', 'liked', 'away', 'length', 'win', 'review', 'edition', 'instances']
epoch: 0, iteration: 108000, simlex-999: SpearmanrResult(correlation=-0.04003130717229659, pvalue=0.2159896037285294), men: SpearmanrResult(correlation=0.011689350327926382, pvalue=0.5520153097177767), sim353: SpearmanrResult(correlation=-0.013126055795881613, pvalue=0.8156376377230713), nearest to monster: ['monster', 'student', 'season', 'liked', 'away', 'length', 'win', 'edition', 'review', 'instances']
epoch: 0, iteration: 110000, simlex-999: SpearmanrResult(correlation=-0.0401139153182893, pvalue=0.2150427681027792), men: SpearmanrResult(correlation=0.01152799440734737, pvalue=0.5575175516008031), sim353: SpearmanrResult(correlation=-0.011613577711480971, pvalue=0.8365634776083111), nearest to monster: ['monster', 'student', 'season', 'liked', 'away', 'length', 'win', 'edition', 'review', 'attack']
epoch: 0, iteration: 112000, simlex-999: SpearmanrResult(correlation=-0.0419237230865664, pvalue=0.1950435244201633), men: SpearmanrResult(correlation=0.012628099583016278, pvalue=0.5205425679380077), sim353: SpearmanrResult(correlation=-0.013451837529827275, pvalue=0.8111468343187219), nearest to monster: ['monster', 'student', 'season', 'liked', 'away', 'length', 'edition', 'win', 'review', 'attack']
epoch: 0, iteration: 114000, simlex-999: SpearmanrResult(correlation=-0.040924237770005936, pvalue=0.20591304148522963), men: SpearmanrResult(correlation=0.01373084954897269, pvalue=0.4847885809219996), sim353: SpearmanrResult(correlation=-0.012538118657472237, pvalue=0.8237573518364336), nearest to monster: ['monster', 'student', 'season', 'away', 'length', 'liked', 'win', 'attack', 'edition', 'review']
epoch: 0, iteration: 116000, simlex-999: SpearmanrResult(correlation=-0.040649598373226674, pvalue=0.20897530850489288), men: SpearmanrResult(correlation=0.014669790820398982, pvalue=0.45542608148313535), sim353: SpearmanrResult(correlation=-0.011636714558565315, pvalue=0.8362424599850716), nearest to monster: ['monster', 'student', 'season', 'away', 'length', 'liked', 'attack', 'win', 'edition', 'review']
epoch: 0, iteration: 118000, simlex-999: SpearmanrResult(correlation=-0.037885446426590474, pvalue=0.24164272230682268), men: SpearmanrResult(correlation=0.014923560532075544, pvalue=0.44766545928409507), sim353: SpearmanrResult(correlation=-0.01204758018178888, pvalue=0.8305463768578902), nearest to monster: ['monster', 'student', 'season', 'away', 'length', 'liked', 'attack', 'win', 'edition', 'boy']
epoch: 1, iteration: 0, simlex-999: SpearmanrResult(correlation=-0.03775858709507553, pvalue=0.2432236356109108), men: SpearmanrResult(correlation=0.015129852454509844, pvalue=0.4414125120960405), sim353: SpearmanrResult(correlation=-0.009820472062444435, pvalue=0.861520717559572), nearest to monster: ['monster', 'student', 'away', 'season', 'length', 'attack', 'win', 'liked', 'team', 'edition']
epoch: 0, iteration: 0, simlex-999: SpearmanrResult(correlation=0.012884731465537367, pvalue=0.6905637592948926), men: SpearmanrResult(correlation=-0.027131828211088477, pvalue=0.16738708868265353), sim353: SpearmanrResult(correlation=-0.0051005552572385825, pvalue=0.9278117515901538), nearest to monster: ['monster', 'liked', 'symbolics', 'afloat', 'tuberculosis', 'utilized', 'greyhounds', 'instances', 'mbit', 'antonine']
epoch: 0, iteration: 2000, simlex-999: SpearmanrResult(correlation=-0.03348660201577044, pvalue=0.3007350842807133), men: SpearmanrResult(correlation=0.019324220705383414, pvalue=0.32548143257283435), sim353: SpearmanrResult(correlation=-0.03214361116182864, pvalue=0.5679365669701395), nearest to monster: ['monster', 'whose', 'student', 'water', 'future', 'previous', 'length', 'cannot', 'ice', 'originally']
epoch: 0, iteration: 4000, simlex-999: SpearmanrResult(correlation=-0.052658859428040224, pvalue=0.10351972852319487), men: SpearmanrResult(correlation=0.028008363060846135, pvalue=0.1540792868040438), sim353: SpearmanrResult(correlation=-0.014018130520964204, pvalue=0.8033554373380895), nearest to monster: ['monster', 'water', 'whose', 'future', 'among', 'five', 'zero', 'seven', 'cannot', 'student']
epoch: 0, iteration: 6000, simlex-999: SpearmanrResult(correlation=-0.058323675216501204, pvalue=0.0713184448433666), men: SpearmanrResult(correlation=0.03161422244855518, pvalue=0.10764946700668242), sim353: SpearmanrResult(correlation=-0.014061605402985589, pvalue=0.8027580764819797), nearest to monster: ['monster', 'water', 'whose', 'future', 'among', 'point', 'field', 'according', 'cannot', 'data']
epoch: 0, iteration: 8000, simlex-999: SpearmanrResult(correlation=-0.055150932303297116, pvalue=0.08815989784493625), men: SpearmanrResult(correlation=0.02615434707530094, pvalue=0.18322510444662718), sim353: SpearmanrResult(correlation=-0.01611817256882125, pvalue=0.7746369351482366), nearest to monster: ['monster', 'water', 'point', 'field', 'future', 'whose', 'student', 'length', 'th', 'according']
epoch: 0, iteration: 10000, simlex-999: SpearmanrResult(correlation=-0.05638436564183113, pvalue=0.08126704883016025), men: SpearmanrResult(correlation=0.022028327476893643, pvalue=0.26233983494219903), sim353: SpearmanrResult(correlation=-0.020419573664267585, pvalue=0.7168013210045298), nearest to monster: ['monster', 'water', 'student', 'future', 'cannot', 'formed', 'length', 'element', 'whose', 'means']
epoch: 0, iteration: 12000, simlex-999: SpearmanrResult(correlation=-0.053688746897277706, pvalue=0.09693249192851976), men: SpearmanrResult(correlation=0.018559826849385206, pvalue=0.34498812285331326), sim353: SpearmanrResult(correlation=-0.030726852452865643, pvalue=0.585128187969642), nearest to monster: ['monster', 'student', 'future', 'element', 'formed', 'cannot', 'length', 'whose', 'previous', 'persons']
epoch: 0, iteration: 14000, simlex-999: SpearmanrResult(correlation=-0.05394045974388464, pvalue=0.09537451348785027), men: SpearmanrResult(correlation=0.015085063617225928, pvalue=0.44276584870749147), sim353: SpearmanrResult(correlation=-0.032487118706040534, pvalue=0.5638048076457847), nearest to monster: ['monster', 'student', 'future', 'length', 'element', 'formed', 'previous', 'whose', 'cannot', 'persons']
